name,label,data_type,value_labels,n_missing,complete_rate,n_unique,empty,min,median,max,mean,sd,whitespace,hist,format.stata
starttime,Date/time of start,character,,0,1,6299,0,23,,23,,,0,,%23s
date,Date of visit,Date,,0,1,73,,2022-11-23,2023-01-17,2023-03-21,,,,,%d
hhid,Household ID number,numeric,,0,1,,, 3.0e+08, 3.4e+08,3.6e+08,334083998.741833,17486105.6557974,,▆▇▇▇▇,%16.0f
mrccode,MRC code,numeric,"1. Kasambya HCIII (Mubende District),
2. Kiyuni HCIII (Mubende District),
3. Bbaale HCIV (Kayunga District),
4. Kangulumira HCIV (Kayunga District),
5. Kyegegwa HCIV (Kyegegwa District),
6. Kakabara HCIII (Kyegegwa District),
7. Kibaale HCIV (Kibaale District),
8. Kyebando HCIII (Kibaale District),
9. Kigorobya HCIV (Hoima District),
10. Butema HCIII (Hoima District),
11. Bwijanga HCIV (Masindi District),
12. Kyatiri HCIII (Masindi District),
13. Kigumba HCIII (Kiryandongo District),
14. Diima HCIII (Kiryandongo District),
15. Opia HCIII (Arua District),
16. Cilio HCIII (Arua District),
17. Lobule HCIII (Koboko District),
18. Ayipe HCIII (Koboko District),
19. Metu HCIII (Moyo District),
20. Lefori HCIII (Moyo District),
21. Koch Goma HCIV (Nwoya District),
22. Alero HCIII (Nwoya District),
23. Atiak HCIV (Amuru District),
24. Amuru HCIII (Amuru District),
25. Awach HCIV (Gulu District),
26. Pabwo HCIII (Gulu District),
27. Lalogi HCIV (Omoro District),
28. Bobi HCIII (Omoro District),
29. Padibe HCIV (Lamwo District),
30. Madi-Opei HCIII (Lamwo District),
31. Namokora HCIV (Kitgum District),
32. Kitgum-Matidi HCIII (Kitgum District),
33. Patongo HCIII (Agago District),
34. Lira-Kato HCIII (Agago District),
35. Anyeke HCIV (Oyam District),
36. Otwal HCIII (Oyam District),
37. Aboke HCIV (Kole District),
38. Bala HCIII (Kole District),
39. Teboke HCIII (Apac District),
40. Akokoro HCIII (Apac District),
41. Aduku HCIV (Kwania District),
42. Apwori HCIII (Kwania District),
43. Lokolia HCIII (Kaabong District),
44. Kalapata HCIII (Kaabong District),
45. Kapelebyong HCIV (Kapelebyong District),
46. Obalanga HCIII (Kapelebyong District),
47. Morungatuny HCIII (Amuria Distric),
48. Asamuk HCIII (Amuria Distric),
49. Kamaca HCIII (Kumi District),
50. Omatenga HCIII (Kumi District),
51. Kolir HCIII (Bukedea District),
52. Bukedea HCIII (Bukedea District),
53. Kidera HCIV (Buyende District),
54. Bugaya HCIII (Buyende District),
55. Bumanya HCIV (Kaliro District),
56. Nawaikoke HCIII (Kaliro District),
57. Kiyunga HCIV (Luuka District),
58. Ikumbya HCIV (Luuka District),
59. Budondo HCIV (Jinja District),
60. Butagaya HCIII (Jinja District),
61. Buwaiswa HCIV (Mayuge District),
62. Kigandalo HCIII (Mayuge District),
63. Lumino HCIII (Busia District),
64. Busitema HCIII (Busia District),
65. Kihihi HCIV (Kanungu District),
66. Amolatar HCIV (Amolatar District),
67. Dokolo HCIV (Dokolo District),
68. Alebtong HCIV (Alebtong District),
69. Orum HCIV (Otuke District),
70. Nagongera HCIV (Tororo District)",0,1,,, 1.0e+00, 3.5e+01,6.4e+01,34.0632730732636,17.4860894256283,,▆▇▇▇▇,%39.0g
Region,Region of country,numeric,"1. North Buganda / Tooro,
2. Bunyoro,
3. West Nile,
4. Acholi,
5. Lango,
6. Teso / Karamoja,
7. Busoga / Bukedi,
8. Kigezi,
9. IRS Districts",0,1,,, 1.0e+00, 5.0e+00,7.0e+00,4.53932762448461,1.807849075284,,▃▂▅▃▇,%21.0g
LLINarm,Type of LLIN randomized to,numeric,"1. PBO,
2. Royal Guard",0,1,,, 1.0e+00, 1.0e+00,2.0e+00,1.49080241040279,0.499955039977533,,▇▁▁▁▇,%11.0g
LLINdistmonth,Month LLINs distributed,numeric,,0,1,,, 7.3e+02, 7.3e+02,7.3e+02,731.267998731367,1.49379271530122,,▇▇▁▁▅,%tmMon_YY
netnum,Net Number,numeric,,0,1,,, 1.0e+00, 2.0e+00,1.6e+01,2.00745321915636,1.29848625946179,,▇▁▁▁▁,%8.0g
uniqueBNid,Unique bednet ID number (hhid+netnum),numeric,,0,1,,, 3.0e+09, 3.4e+09,3.6e+09,3340839989.42579,174861056.667855,,▆▇▇▇▇,%16.0f
obs,Was the net observed?,numeric,"-9. Skipped,
0. Not observed,
1. Observed",0,1,,, 0.0e+00, 1.0e+00,1.0e+00,0.971297177291468,0.166983209938083,,▁▁▁▁▇,%12.0g
labelobs,Was the label observed?,numeric,"-9. Skipped,
0. No,
1. Yes",0,1,,,-9.0e+00, 1.0e+00,1.0e+00,0.668569616238501,1.67489796334548,,▁▁▁▁▇,%8.0g
brandnet,Brand of the net,numeric,"1. Royal Guard,
2. PermaNet 2.0,
3. PermaNet 3.0,
4. Olyset Net,
5. Olyset Net Plus,
6. Duranet,
7. Interceptor,
8. Netprotect,
9. KO net,
10. MAGNet,
11. Iconet,
12. Safi net,
13. B52,
14. Bamboo hut,
15. Century,
16. Lucky net,
17. Victoria,
18. Homemade net,
19. Dawa net,
20. Iconlife,
21. Yorkool,
22. Safe net,
23. DK,
24. Kooper net,
25. Royal Sentry Net,
26. LLIN NOS,
27. Untreated net NOS,
28. No label,
29. Not observed,
30. TANA LLIN,
96. Other brand",0,1,,, 1.0e+00, 3.0e+00,2.9e+01,3.43783698065332,5.23630545906685,,▇▁▁▁▁,%17.0g
otherb,Other brand of net,character,,0,1,9,0,2,,20,,,0,,%20s
netbrandhow,How was brand determined?,numeric,"1. Saw net + label,
2. Saw net but not label so guessed,
3. Didn’t see net but was told net type by household resident,
4. Guessed based on nets distributed in this cluster,
96. Other (Specify)",0,1,,, 1.0e+00, 1.0e+00,4.0e+00,1.13447510307643,0.452320672636927,,▇▁▁▁▁,%60.0g
othbrandhow,Other way brand determined,character,,0,1,8,0,2,,18,,,0,,%18s
nethung,Net hung if observed?,numeric,,0,1,,,-9.0e+00, 1.0e+00,1.0e+00,0.616238503013006,1.67934209660969,,▁▁▁▁▇,%8.0g
everhung,"If not hanging, ever hung?",numeric,,0,1,,,-9.0e+00,-9.0e+00,1.0e+00,-8.07151918807485,2.84153918500462,,▇▁▁▁▁,%8.0g
everhung1,"If not observed, ever hung?",numeric,,0,1,,,-9.0e+00,-9.0e+00,1.0e+00,-8.71994925467808,1.63358051857522,,▇▁▁▁▁,%8.0g
nethungcat,Whether bed net every hung,numeric,"1. Currently hung,
2. Previously hung,
3. Never hung",1,0.999841420869014,,, 1.0e+00, 1.0e+00,3.0e+00,1.16986518636003,0.479774029635561,,▇▁▁▁▁,%15.0g
howoldnet,Months ago net obtained,numeric,-7. Don't know,0,1,,,-7.0e+00, 2.4e+01,3.7e+01,22.8691722169363,6.10181999966602,,▁▁▁▇▁,%10.0g
howoldnetcat,How many months ago bed net obtained,numeric,"1. < 1 month,
2. 1-3 months,
3. 4-6 months,
4. 7-12 months,
5. More than 12 months,
6. Unknown",0,1,,, 1.0e+00, 5.0e+00,6.0e+00,4.8244529019981,0.604066232367581,,▁▁▁▇▁,%19.0g
uccnet,Net recieved in 2020-21 UCC?,numeric,"0. No,
1. Yes",0,1,,, 0.0e+00, 1.0e+00,1.0e+00,0.814303837614969,0.388892119623613,,▂▁▁▁▇,%8.0g
wherenet,Where net obtained,numeric,"-9. Most recent UCC,
-8. Refused to answer,
-7. Don't know,
1. Prior UCC,
2. Gov't hospital,
3. Gov't health center,
4. Private hospital/clinic,
5. Private pharmacy,
6. Shop,
7. Open market,
8. Hawker,
9. Project/NGO/Non-health facility,
11. Church,
12. Friend/Relative,
13. LC1,
96. Other",0,1,,,-9.0e+00,-9.0e+00,1.3e+01,-6.28591817316839,5.86341348445938,,▇▁▁▁▁,%31.0g
spcfro,Other source of net,character,,0,1,5,0,2,,23,,,0,,%23s
free,What the net obtained free?,numeric,"-8. Refused to answer,
-7. Don't know,
1. Free,
2. Paid for",0,1,,, 1.0e+00, 1.0e+00,2.0e+00,1.0558198541072,0.229591718218301,,▇▁▁▁▁,%17.0g
slpnet,Did anyone sleep under the net last night?,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,, 0.0e+00, 1.0e+00,1.0e+00,0.913098636219474,0.28171280043114,,▁▁▁▁▇,%17.0g
sleptunder,Line number of who slept under net,character,,0,1,200,0,1,,13,,,0,,%13s
mrctype,Residents eligible for clinical surveys,numeric,"0. Only children 2-10 years,
1. All residents",0,1,,, 0.0e+00, 0.0e+00,0.0e+00,0,0,,▁▁▇▁▁,%24.0g
ANYnet,Any bednet,numeric,,0,1,,, 1.0e+00, 1.0e+00,1.0e+00,1,0,,▁▁▇▁▁,%9.0g
ANYLLIN,Any LLIN,numeric,,0,1,,, 0.0e+00, 1.0e+00,1.0e+00,0.980336187757691,0.138853174859016,,▁▁▁▁▇,%9.0g
