name,label,data_type,value_labels,n_missing,complete_rate,n_unique,empty,min,median,max,mean,sd,whitespace,hist,format.stata
intnum,Interviewer's Number,numeric,,0,1,,, 1.0e+01, 1.4e+01, 4.0e+01,14.6433581762385,3.21313162054555,,▇▃▁▁▁,%8.0g
starttime,Date/time of start,character,,0,1,4562,0,23,,23,,,0,,%23s
date,Date of visit,Date,,0,1,75,,2022-11-23,2023-01-21,2023-03-21,,,,,%d
survey,Survey round,numeric,"1. Baseline,
2. 12-month,
3. 24-month,
4. 36-month",0,1,,, 3.0e+00, 3.0e+00, 3.0e+00,3,0,,▁▁▇▁▁,%8.0g
region,Region of country,numeric,"1. North Buganda/Tooro,
2. Bunyoro,
3. West Nile,
4. Acholi,
5. Lango,
6. Teso / Karamoja,
7. Busoga / Bukedi,
8. Kigezi,
9. IRS Districts",0,1,,, 1.0e+00, 4.0e+00, 7.0e+00,4.3452433143359,1.94222863984565,,▆▂▆▃▇,%19.0g
mrccode,MRC code,numeric,"1. Kasambya HCIII (Mubende District),
2. Kiyuni HCIII (Mubende District),
3. Bbaale HCIV (Kayunga District),
4. Kangulumira HCIV (Kayunga District),
5. Kyegegwa HCIV (Kyegegwa District),
6. Kakabara HCIII (Kyegegwa District),
7. Kibaale HCIV (Kibaale District),
8. Kyebando HCIII (Kibaale District),
9. Kigorobya HCIV (Hoima District),
10. Butema HCIII (Hoima District),
11. Bwijanga HCIV (Masindi District),
12. Kyatiri HCIII (Masindi District),
13. Kigumba HCIII (Kiryandongo District),
14. Diima HCIII (Kiryandongo District),
15. Opia HCIII (Arua District),
16. Cilio HCIII (Arua District),
17. Lobule HCIII (Koboko District),
18. Ayipe HCIII (Koboko District),
19. Metu HCIII (Moyo District),
20. Lefori HCIII (Moyo District),
21. Koch Goma HCIV (Nwoya District),
22. Alero HCIII (Nwoya District),
23. Atiak HCIV (Amuru District),
24. Amuru HCIII (Amuru District),
25. Awach HCIV (Gulu District),
26. Pabwo HCIII (Gulu District),
27. Lalogi HCIV (Omoro District),
28. Bobi HCIII (Omoro District),
29. Padibe HCIV (Lamwo District),
30. Madi-Opei HCIII (Lamwo District),
31. Namokora HCIV (Kitgum District),
32. Kitgum-Matidi HCIII (Kitgum District),
33. Patongo HCIII (Agago District),
34. Lira-Kato HCIII (Agago District),
35. Anyeke HCIV (Oyam District),
36. Otwal HCIII (Oyam District),
37. Aboke HCIV (Kole District),
38. Bala HCIII (Kole District),
39. Teboke HCIII (Apac District),
40. Akokoro HCIII (Apac District),
41. Aduku HCIV (Kwania District),
42. Apwori HCIII (Kwania District),
43. Lokolia HCIII (Kaabong District),
44. Kalapata HCIII (Kaabong District),
45. Kapelebyong HCIV (Kapelebyong District),
46. Obalanga HCIII (Kapelebyong District),
47. Morungatuny HCIII (Amuria Distric),
48. Asamuk HCIII (Amuria Distric),
49. Kamaca HCIII (Kumi District),
50. Omatenga HCIII (Kumi District),
51. Kolir HCIII (Bukedea District),
52. Bukedea HCIII (Bukedea District),
53. Kidera HCIV (Buyende District),
54. Bugaya HCIII (Buyende District),
55. Bumanya HCIV (Kaliro District),
56. Nawaikoke HCIII (Kaliro District),
57. Kiyunga HCIV (Luuka District),
58. Ikumbya HCIV (Luuka District),
59. Budondo HCIV (Jinja District),
60. Butagaya HCIII (Jinja District),
61. Buwaiswa HCIV (Mayuge District),
62. Kigandalo HCIII (Mayuge District),
63. Lumino HCIII (Busia District),
64. Busitema HCIII (Busia District),
65. Kihihi HCIV (Kanungu District),
66. Amolatar HCIV (Amolatar District),
67. Dokolo HCIV (Dokolo District),
68. Alebtong HCIV (Alebtong District),
69. Orum HCIV (Otuke District),
70. Nagongera HCIV (Tororo District)",0,1,,, 1.0e+00, 3.3e+01, 6.4e+01,32.2159140727756,18.4863426341069,,▇▇▇▇▇,%39.0g
mrcname,MRC name,character,,0,1,64,0,10,,19,,,0,,%19s
village,UMSP village code,numeric,"103070402. ALYEM,
103070411. OGUL CENTRAL,
103070412. OGUL EAST,
103070414. TEKWORO,
103160301. BARDEGE,
103160302. COUNTY HQTRS,
103160304. OPOROT CENTRAL,
103160306. OPOROT NORTH,
104040101. ALEBTONG ATIDI A,
104040102. ALEBTONG ATIDI B,
104040103. ALEBTONG HEADQUARTERS,
104040104. ALYEC,
105040301. AMOLATAR HEADQUARTERS 'A',
105040501. AMOLATAR HEADQUARTERS 'B',
105040502. CORNER APUTI,
105040503. INOMO,
105040504. ORIMAI,
107070302. MODOK,
107070304. MUGANA,
107070305. OKOONA,
107080102. ADUKAIT,
107080103. AMASENIKO,
107080201. ADIPALA,
107100302. ATEUSO,
107100304. OJINGAI,
107100307. OMUNYIR,
107100403. AKUYA,
107110506. OBAJAI/AJESAI,
107110507. OBALANGA CENTRE,
108010301. LABONGO GALI,
108030101. Kal East,
109060102. ABYEIBUTI,
109060104. AKOKORO T/C,
109060707. KAYEI,
109060708. TETUGO,
109060709. WANGCENYE,
109121003. ADULA A,
109121004. ADULA B,
109121009. OKAROWOK,
110020606. ODOA,
110020701. AJUVU,
110020704. EDIOA,
110020705. MILLO,
110020708. PARAKU,
110280302. Doli,
110280308. Yivu,
110280802. Ewavuni,
110280803. Kongodo,
110280805. Opia Centre,
116040101. BUKEDEA A,
116040102. OKOONA UNITED,
116040103. BUKEDEA B,
116040201. EMOKORI A,
116120301. ADAMACA,
116120302. KAGOLOTO,
116120303. AMAGORO,
116120801. KANYUMU,
116120802. KOLIR CENTRAL,
124040403. NAMBEWO,
124040404. NAMUKOMBE,
124040405. SYANYONJA,
124100101. BUCHWERE,
124100102. BUDALANGI A,
124100103. BUDALANGI B,
124100106. BWERERO A,
124100108. DOMA A,
124100109. DOMA B,
124100203. LUMINO I,
129010101. BUGAYA T/CENTRE,
129010201. BUGWERI/NABIGWO,
129080303. KIWAMBYA,
129080307. KITETE,
130090103. AKAIDEBE,
132010203. Payuta,
132030601. KULUKENO,
133020101. KIFUMURA I,
133020102. KIFURANSA,
133020301. KIGONA,
133020302. KIHENDA,
133110202. KIRYANDONGO,
133110301. KIGOROBYA I,
133110302. KIGOROBYA II,
133110401. KIKONKONA,
133110402. KIKWANANA,
137010404. BUYALA TRADING CENTRE,
137010407. NAMIZI CENTRAL,
137040401. KAMIRA,
138010201. KALODEKE,
138010203. LOKOLIA CENTRE,
138010206. NAPETABUL,
138050201. KALAPATA CENTRE,
138050208. MORU - EDIKAE EAST,
138050209. MORU EDIKAE WEST,
138050214. NAPEICHOKEI,
145030110. NABWEYO,
145030111. NAIGAZI,
145030112. NAMBULA/NABUKALU,
145130305. KANANSYAIKYE A,
145130306. KANANSYAIKYE B,
145140301. BUKUNYA,
145140302. KAJUBU,
145140303. LUKUMI,
145140305. NAWAIKOKE,
150090202. CENTRAL KIHIIHI,
150090204. MARKET CELL,
150090205. NDEEBA,
150090207. RUTWE,
154010101. BBAALE EAST,
154010601. KABAKU,
154010603. NABISUBYAKI,
154060103. KANGULUMIRA CENTRAL,
154060109. KIWUGU,
155060301. KIBAALE,
155070201. KIHUURA,
155070202. KIRASA,
155070203. KISAALIZI A,
155070204. KISAALIZI B,
159030104. KIDIDIMA,
159080101. ALENGO,
159080103. DIIMA A,
159080104. DIIMA B,
159080109. PII-AKEYO,
161030103. BOBI CENTRAL,
161030106. PAGWA AWERE,
161090101. MISSION,
161090102. ORYANG CENTRAL,
161090103. PAGER,
161090104. PUNU AKURU,
161090105. TWON OKUN,
162030101. AGMBARU,
162030102. BALALA,
162030107. KITIMIRI,
162040307. Kijiriba,
162040309. Manabu 'A',
162040701. Dasa,
162040705. Lu'De'Dela,
163020106. ACUNGU LYEC 'A',
163020403. ATEK,
163020417. ARAO,
163070411. OLAI,
163070414. OLIL,
163070716. TECAMBIA MAIN,
165020601. ADODOI,
165030602. OMATENGA,
165030701. MORU,
165030702. OOGORIA,
168030312. MISENYI,
168070211. KYEGEGWA,
171040101. CENTRAL,
171040103. POBUDI,
171040104. POPANY,
171040402. GUDA PALWO,
171070101. ATWOL A,
171070102. ATWOL B,
171070104. LOTIBOL,
171070105. MISSION,
171070201. ANYIBI,
173040202. IKUMBYA,
173060401. KIYUNGA HOSPITAL,
173060402. KIYUNGA CENTRAL,
173060403. KIYUNGA INDUSTRIAL,
180020213. MUSOMA,
180020310. KITAMBA,
180020313. KYAMUKUDUMI,
180080105. KYABAKAMI,
180080106. KYATIRI CENTRE,
180080201. KYAKAYAGA I,
180080203. KYAMBOGO,
180080204. NYAKASAGAZI I,
180080205. NYAKASAGAZI II,
181060103. BUWAISWA,
181060402. NAKATE,
181060403. NAMADHI,
181100101. BUGONDO,
181100301. KIGANDALO A,
181100302. KIGANDALO B,
187060101. COLOA EAST,
187060102. COLOA WEST,
187060202. EBWEA,
187060203. KIBIRA,
187060205. MARINGU EAST,
187070401. CECELOGO,
187070405. GWERE LUZIRA,
187070406. GWERE MONDI,
187070407. INDRI,
187070410. METU T/C,
187070413. PAMENYUA,
189070104. KASAMBYA A,
189070106. KASAMBYA CENTRAL,
189070107. KIMWANYI A,
189140105. KIYUUNI,
202010101. ATOCON,
202040401. Kal 'A1',
202040402. Kal 'A2',
202040403. Kal 'B',
203010103. TEOWAK,
203010202. KALAMOMIYA,
203040104. OPWAC,
203040105. OTAL,
204080201. ADWIRPIDA,
204080202. ADWONG IBUTO,
204080203. AKAIDEBE,
204080205. BARODUGU,
204080306. TEBOKE,
205130504. ALEGE,
205130516. OGUK,
205130519. OTWAL TRADING CENTRE 'A',
205130522. TE - YAO,
205140105. Agoa,
205140108. Akata Kata,
205140204. Akaidebe,
205140207. ALUT KOT,
205140215. OKARO WOK,
219150101. AWANYA,
219150201. MAHANGA,
219150202. TAWO JWOK,
223030101. Akaidebe,
223030104. Olami 'A',
223030105. Olami 'B',
223040103. APWORI,
223040105. AYAT,
223040108. OMULE,
223040109. OYIKOWANGE,
223040110. WI GWENG A,
223040111. WI GWENG B",0,1,,, 1.0e+08, 1.6e+08, 2.2e+08,153426360.783428,33011649.4912606,,▆▅▇▃▃,%25.0f
vcode,Village code,numeric,,0,1,,, 1.0e+00, 1.0e+00, 6.0e+00,1.93467777290662,1.17905178721373,,▇▂▁▁▁,%8.0g
Region,Region of country,numeric,"1. North Buganda / Tooro,
2. Bunyoro,
3. West Nile,
4. Acholi,
5. Lango,
6. Teso / Karamoja,
7. Busoga / Bukedi,
8. Kigezi,
9. IRS Districts",0,1,,, 1.0e+00, 4.0e+00, 7.0e+00,4.3452433143359,1.94222863984565,,▆▂▆▃▇,%21.0g
